id,idedge,idnodo,hash,type,date,temperatura,umidade,rele,description
10,5798,1001,3c11e4f316c956a27655902dc1a19b925b8887d59eff791eea63edc8a05454ec594d5eb0f40ae151df87acd6e101761ecc5bb0d3b829bf3a85f5432493b22f37,10,2023-09-08T14:16:20.396091,21,79,on,Alert data
11,600,971,74a49c698dbd3c12e36b0b287447d833f74f3937ff132ebff7054baa18623c35a705bb18b82e2ac0384b5127db97016e63609f712bc90e3506cfbea97599f46f,3,2023-09-08T14:16:20.396091,20,80,off,Alert data
12,5532,179,5aadb45520dcd8726b2822a7a78bb53d794f557199d5d4abdedd2c55a4bd6ca73607605c558de3db80c8e86c3196484566163ed1327e82e8b6757d1932113cb8,9,2023-09-08T14:16:20.396091,20,80,off,Alert data
13,5040,614,413f2ba78c7ed4ccefbe0cc4f51d3eb5cb15f13fec999de4884be925076746663aa5d34476a3df4a8729fd8eea01defa4f3f66e99bf943f4d84382d64bbbfa9e,9,2023-09-08T14:16:20.396091,21,80,off,Alert data
14,6458,258,5f3a799ba20c20a225f75d4fe2acab79912dfcd2f2b333bf062b37acbb6463388c344430d5ba1e9fd318d3ed8263074e999e2b2e811bc51c5e2dfea4e2f32e58,3,2023-09-08T14:16:20.396091,21,79,on,Alert data
15,9944,506,9a6398cffc55ade35b39f1e41cf46c7c491744961853ff9571d09abb55a78976f72c34cd7a8787674efa1c226eaa2494dbd0a133169c9e4e2369a7d2d02de31a,7,2023-09-08T14:16:20.396091,20,79,off,Alert data
16,4625,254,7c73947fa1821233428dd9684e52ce908130a91b903d5179f731c9ded61f06cecca427a7a1a5aabefaa35be5a6dd84efc03f2cb779f339b0766481eabb241e0c,7,2023-09-08T14:16:20.396091,20,80,on,Alert data
17,4372,203,dc2de67eb248dcdc50c63aabd1bca8335ad01106dd8ff720590077c161f558a7b61db3c56b3a32997597a3db98fd191c3e9e7fdf555aac1525f0b5342cac4088,7,2023-09-08T14:16:20.396091,21,79,off,Alert data
18,555,171,f107ba2da059fa640eccb9533e859a6435f6b83aa2e0636a47444dfdcde33a6e1f3cc1c9437bcfd42675af265a0d0b9d66c86c9e66347aa41534204745e41fb8,3,2023-09-08T14:16:20.396091,20,79,on,Alert data
19,5232,953,8d89aa701de5a35b24cfadbd2088986ae13311d1a7c63abe5c780c62bc939a0577c3a78cf7ee4951c1b09f6849074c21ca1f7023e89bee683c1dbb2134a984d0,7,2023-09-08T14:16:20.396091,21,80,on,Alert data
20,2350,674,dfa5d1cefd0efdf5f52b765120da72c5706eb1dd113234cfdf31e31f9cd0283366f6a8f7230f29ea42d83acfe02743dc2504cda07c30f6e84bf9b1ca35966266,2,2023-09-08T14:16:20.397092,20,79,off,Alert data
21,7162,316,198dabf4bac21cf35cddb48db0f8b67c56b2bdf63767242aea7342fe68c0b9df8d37f3e47a134648e19f1640e158f2e527e636db122a9143307cf309efcb85d9,5,2023-09-08T14:16:20.397092,21,79,off,Alert data
22,5881,967,6ad275d26c200e81534d9996183c8748ddfabc7b0a011a90f46301626d709923474703cacab0ff8b67cd846b6cb55b23a39b03fbdfb5218eec3373cf7010a166,7,2023-09-08T14:16:20.397092,20,80,on,Alert data
23,5004,798,6ff334e1051a09e90127ba4e309e026bb830163a2ce3a355af2ce2310ff6e7e9830d20196a3472bfc8632fd3b60cb56102a84fae70ab1a32942055eb40022225,9,2023-09-08T14:16:20.397092,21,80,on,Alert data
24,2587,257,c0033b5f5a4815a172984d64037dd49a8663fb8b3a71e47f11ecd332c8c3819c57e1631fdf46d66c6ff0e58763a61529fefcfa2a6675e186ee901e5452fedd94,1,2023-09-08T14:16:20.397092,21,79,on,Alert data
25,5303,236,5ef620ffb2ed44b40530c0a880fe6b809bf7cc9ce9f589eb2514bf42cec94ade4491c61da816544aebf1054da3d894fdfa218a9bdf73625cbaa1ea0126a47b71,1,2023-09-08T14:16:20.397092,21,79,off,Alert data
26,7155,826,e053886e1b797bc5a80f932302f0201265a599d82e2502d41941d6e652614ef88fa058e009094d26655f880200df12c2100f690254fd1e5bae75d7441763cd33,7,2023-09-08T14:16:20.397092,21,79,on,Alert data
27,8318,187,14f70566435cea4309176ad6a8aebb69ac8f99e9e211df66227522b5bb37c7a52e1f4de42543e4bb5346dbce23a636c7237a42e67ff4888befcc2167f7c2b451,1,2023-09-08T14:16:20.397092,20,79,on,Alert data
28,6589,399,edbd48c836f826b5ed8d62b401cd19674ef1b8627b9c68a4639819a8564f57426c632b7c1d3dee8209c48c2396da0a3a08d160617f7291a1186ca6d9de5db272,8,2023-09-08T14:16:20.397092,20,80,off,Alert data
29,8540,964,a64c0e99969683e7224137b2726353ffd630fc15cceda1c75169daef65c9802a54dfebffa3902943044fe3273ccce95d0ddfff08fdbae388357a79ce891cfe38,5,2023-09-08T14:16:20.397092,21,79,on,Alert data
30,1244,330,1ccbff33e55627a50beca8cf5c89f77c3165dcb3218171308423f250f0bb0be9700bbfdd92d35dfa2e579110266a40194d707b50e7d27b6f09b81fbbf80231a3,9,2023-09-08T14:16:20.397092,21,80,off,Alert data
31,447,945,5305f867c631e8335813a103a4942a93037c3d3b1982eab342fb495047dcc79e13299ab65b5f4a34400f15af384eda2ed7144671e83996334c0669fc8377a130,4,2023-09-08T14:16:20.397092,20,79,off,Alert data
32,9533,273,e63006bd9f35f06cd20582fc8b34ae76a15080297be886decd6dfd42f59e5174a537e8cd92ef577297f967beb6b758c1835f4c270c251e10c12331fcd8635c53,2,2023-09-08T14:16:20.397092,21,80,on,Alert data
33,5240,136,3163a8d6a4540ecf1794ece0245f291154d30e1080359d2e994ef79c1a469aa0cd808769d9c7ee30ca342c6803d2ebcec3eb71a928d6db187dfb1fc2cf640395,9,2023-09-08T14:16:20.397092,20,80,on,Alert data
34,6132,506,e5397f14c44f8df754617194051dab1ad38f59f08580406c2efd59aa4c0f71616713c2abe76bc503e08f2f5eda4863634f6fe99ad39d46c947c09623b91e53ca,6,2023-09-08T14:16:20.397092,20,80,off,Alert data
35,2254,622,7a4f07ef7ac81ec31e04d55faffe33bdde93ec2398c338760e0d98adab7ba5acf2c39b2da1782f45e8a5a4d337dedcc647afebddd531782af42bafae98ce7ed5,7,2023-09-08T14:16:20.397092,20,79,off,Alert data
36,8977,1002,22d862f2af40c95f5f6ee6e6b7883e3fdbe98b2a86ad1af794228371e806f7f3a7900140dc6f70961e87b297d6b49c3b9b7c3d511fa5ed8f23180cd4dce2bb89,6,2023-09-08T14:16:20.397092,21,80,off,Alert data
37,450,588,c21e553cd53f8b212922b2be07a9ca1a83d1d347752fb240acdf414e2dd8983da10aa65c6e7d1da6b24ba918d54d56f04135fb93cbf719cc8a4ad0433b298121,3,2023-09-08T14:16:20.397092,21,80,on,Alert data
38,6454,600,caae34a5e81031268bcdaf6f1d8c04d37b7f2c349afb705b575966f63e2ebf0fd910c3b05160ba087ab7af35d40b7c719c53cd8b947c96111f64105fd45cc1b2,9,2023-09-08T14:16:20.397092,20,80,off,Alert data
39,2347,262,3eb88e150a4d2a351c7cdcbbe6dbe0e549339dc651dedaba39ee5f53f95e614fadd959c69402cefbbd88e50efa1c5811528e9b4c9dda137ffa4c8daab5a1fb11,6,2023-09-08T14:16:20.397092,20,79,off,Alert data
40,9597,619,5e108bc2842d7716815913af0b3d5cb59563fa9116f71b9a17b37d6d445fe778a071b6abcf9b1c5bac2be00800c74e29d69774a66570908d5ea848dcc0abfa76,4,2023-09-08T14:16:20.397092,20,79,on,Alert data
41,7803,783,e145ddd4c63521bd646145211682ea52dff04e67e79889fab04613dc7b6693368af53eb483dd22d278f6aa21bf180b1c83a1e3130e612f5722e50f11af694842,2,2023-09-08T14:16:20.397092,21,80,off,Alert data
42,7950,273,39ca7ce9ecc69f696bf7d20bb23dd1521b641f806cc7a6b724aaa6cdbffb3a023ff98ae73225156b2c6c9ceddbfc16f5453e8fa49fc10e5d96a3885546a46ef4,8,2023-09-08T14:16:20.397092,21,80,off,Alert data
43,9657,377,d94a45acd81f8e3107d237dbc0d5d195f6a52a0d188bc0284c0763ece1eac9f9496fb6a531a296074c87b3540398dace1222b42e150e67c9301383fde3d66ae5,6,2023-09-08T14:16:20.397092,20,79,on,Alert data
44,5809,267,08856a9022cc1f4b7c90b2d059e64acb6f6c5ac11da907d86db6a3072e9d821c59603c1ea94a2e537bea0a38320d678c482a66eaaf1a79c4d3432ea41e51b721,7,2023-09-08T14:16:20.397092,21,80,off,Alert data
45,5629,257,0b14aba28095d950570ca8cf3a68f33a4d2c3b1aec2a5dcf85df45b0e7cf615bc3e1d4b8ebcf3ee95c9f7b8cee721cefd12f33b5a40db14634c969d77906bac4,4,2023-09-08T14:16:20.397092,21,79,off,Alert data
46,7133,644,9c3211509a9eee80f881f6b6666ab82df6bec222c84ba583c5bb636a0a0d811d850524e9adba61950e09fcd06ffacdd0ee164220ac09a2319b2f35db219fc8c9,6,2023-09-08T14:16:20.397092,21,79,on,Alert data
47,183,581,e168c4a2090595d15bca74d0f6ce3cc3babb229d5f657c55dd65984a3ff079e2c784a12bafb1e6085a8658bf8c059db7564629792fcb3df84aceea74c30e3bbe,1,2023-09-08T14:16:20.397092,21,79,on,Alert data
48,5406,973,40a5b90ccb302b50ff2610f3231fabf263e0ea3a23372035cf856ea4b27951da3e1dbf05f0856c0ffa01bc57f256a418fe213d99df55b90e3ecc3da6042dc032,1,2023-09-08T14:16:20.397092,20,80,off,Alert data
49,5499,852,d7901dac15fda6c4d45a19f8057bde312161d25520c32e96565b96460fc609054808b4ea6f65e6e6bb987f2e19f51ae0ed849dafaaed30739dd2cc67074b4d6f,4,2023-09-08T14:16:20.397092,20,80,off,Alert data
50,3606,491,e62b01e8497ab6b7d89432599e21804eca278bb4a9c4b6ef5f7bae00bd5e45ae6c8cf3a18b74296f9a8e69cd2f416a8f41eeb2128f4e280ecf438ffef6244e14,9,2023-09-08T14:16:20.397092,21,80,off,Alert data
51,1350,664,861522120d559ea5f94622f81393cb5528d880e8c8c238fb50d5ce95b3ae94ca868f1aef1b803c887b13c09490b4532160623e59a3f1ee3749e9d80695a43f3a,2,2023-09-08T14:16:20.397092,20,80,on,Alert data
52,6485,573,b0103360d3bbdcabc75330522fca1366932d63944a4364f2fd9d1d4b935ecab5828b332a39efe9aa635af5e17a8c00fb7c18a3fef6a0e37e3453d73e4180e0a9,2,2023-09-08T14:16:20.397092,20,79,off,Alert data
53,4431,498,1393079f1b63bdc89b414e3e247925de89126637fd0fca24fa448a1c0b8fade5849d518fc3dc6b67645bced3da502b4a80327493ebc074de12b3b5b6546d5fc3,6,2023-09-08T14:16:20.397092,20,80,on,Alert data
54,2934,407,cfcfd1f0065f20812e51031bd692544218a8441d74e20053530afa0a1633cc12904cb593cb4bf6707b4ffdef727ae9140e052dc0c15117c684286f4adbd9f9d6,8,2023-09-08T14:16:20.397092,20,79,on,Alert data
55,4757,271,4774b6224b8e98b96b658092bee32c88c41b1a8c80dcfd7e1fdffc7be59c5f72eae3aecac37b0c7398154489066b0b022240a68daf4432849fabe75768faaf5e,2,2023-09-08T14:16:20.397092,21,80,on,Alert data
56,2257,927,704e306889b432078eba650de3c8931f865ee9dfe5789f10f1b8f1348a824e8b05cfe7b5192fefc8f6dbe7e297b8fcb481372596d03bb21d72aedbbd14a747d7,5,2023-09-08T14:16:20.397092,20,79,on,Alert data
57,5216,988,a2f4521450ffa4a0ec674bd6ee1bfe0e936c620adb73e0de1c16b0bd62fc03df62433f9a2ee12bd15c1fc21c888b5de9062311cba437c788ad530dc803366324,10,2023-09-08T14:16:20.397092,20,80,on,Alert data
58,4922,349,8f8541b065653434370e0dd0f930ae0586c66a5235723b22e478daf1bee34865b05e9d5b86b1391c9ef575c2f47a967434e2b3f11a0f78e1133f2a89ce0a6d9f,3,2023-09-08T14:16:20.397092,21,79,off,Alert data
59,6252,698,c45d027d446112379f9dcb9a9e84763c84ffa7533632ae255fb9d5134d54171769a5906366091b39ae680484eabc9a3a08ca58e980419f03d86b11b345778335,2,2023-09-08T14:16:20.397092,20,80,on,Alert data
60,1521,627,26344e270809236abfb6f5ecff13d93d7ecb570a4d2003515abb3aed1c5af45f0fb064b17551d6570a60c14eeac482e54998565def6eaafc61399ba08398c929,5,2023-09-08T14:16:20.397092,20,79,on,Alert data
61,8348,855,00819bedf0933e1d682112566d00541fa0ebcdbfda053ee2399bb9d51da4ea809b9ca4252ed318b0046fc43ef66853ff2872e2fd894bf371f6683a15bdaaee74,7,2023-09-08T14:16:20.397092,20,79,off,Alert data
62,1959,919,8f93f4613808d16b19cc5b565de55835b96e474d3b07f0cb1e583c6f89498497aca7b67cd455116072fccbbe915a165911ac1fbbf31cc8617d099dd8df83f211,1,2023-09-08T14:16:20.397092,21,79,off,Alert data
63,2940,524,723dcd2756398bc0abe7a6f6d09ca72809344aa76ef6795172eeeaafc37207c0194ad2c0d85c96ba014e807936feec661b2f7c79123ce530222ff2c64485c39d,2,2023-09-08T14:16:20.397092,21,79,off,Alert data
64,7551,969,e559aefac6fe1b006d3497abee2649ceb71fcceea73fd223782338ab29c08e5b887836b806349d5ace9030c69ca91850b01c468825d02359a5faee7261de415e,9,2023-09-08T14:16:20.397092,21,80,on,Alert data
65,1965,288,ac7ee5c6be94adc321477d6cd10c8d156d1b521fc8fbb8557e78667b4182f428a2d1e4fcc89b460e1c1f5b08d8539b9c5c0e5e357cd605d9687fb0687ff63b31,2,2023-09-08T14:16:20.397092,20,79,off,Alert data
66,999,637,3673a16a5983f5f5e04bf88d2c08e39631efe619726c5879d2d6907c00acb5d5689061b28cea52edab7c79dbfb450c961709c36c0d599b526c856e924f57e803,7,2023-09-08T14:16:20.397092,20,79,on,Alert data
67,3938,925,ce4dd661e4d69073c7999282048ea9ee91932db0d699f8b13b2db70fe532d987ac4a0aef309b82e1ad2aa6c2f2f60473093cd1e399a737cff3f9e70585d36be7,10,2023-09-08T14:16:20.397092,21,79,on,Alert data
68,7197,437,7ec8040a523b302bd6a6ee818a79fc25208f99f937fb8364444813e09498b5d31c18f67ccb7dcc79f3c3ceec724c4c726f8559319b7f0d7c3f8de26965f73b94,9,2023-09-08T14:16:20.397092,20,79,on,Alert data
69,154,1004,12dfe9621346c4db705d8c909e28a4509fab47649b4bcf7e100e4f9d97a5c1dcf19e03be8c74fd30244a0a1764aad06fae673cdd04c408070efab1b4395dd61b,8,2023-09-08T14:16:20.397092,20,79,on,Alert data
70,6306,547,c386662ba940c3dab369a16cc66bbfac61d14f0ffb789270a93cab315e7a297fa8765c105b3c735f509973e4771f5fa1a50ecf6e216d57715a044b662e59265b,7,2023-09-08T14:16:20.397092,20,79,off,Alert data
71,6132,182,a8abec0b2fac3f9c8d08c0b2b06e75e591b67a5cba47cc0f0c66468f1db6b5ddb75461b57ea1e17f1eb90b62e6ca9e1cd2491e43829709288e1f1f592bcae1a1,5,2023-09-08T14:16:20.397092,20,79,on,Alert data
72,5559,404,8bd4964ded25d2608bbfd709784f9ca9893b6e3e51ec556d7c368c561a2c4f4135266ec7bb6fdeb3651213ea2a8eaf2ef3711b8a51f86c3816c821a62d2694ea,1,2023-09-08T14:16:20.397092,21,79,off,Alert data
73,9333,528,9659dbdf1d162306ad8ba15f2454b718b566a6543d3df1358a7ac6680a5a58d693b5288b012dbd16d3c28da60b2ff1a770c5a8484a8478c0902c6b8073eaf24c,10,2023-09-08T14:16:20.397092,20,80,off,Alert data
74,6050,345,95903604994d4ea70481353ac3322f05be9b965ec7eed540e06a3654a6ccb19221bc32f5f3baf35018ff039bfe94ccd1dbd919fac6cb265efca5ed43de1deb0a,9,2023-09-08T14:16:20.397092,21,79,off,Alert data
75,8503,359,b621c14d7802cba525145e0f2abea6cdb178415b230ca23ce27d35e95ecf2afd8b715fd1774f833ab3caba48f38b4acf4600dbc517fd78daf779cb9d66c65acf,1,2023-09-08T14:16:20.397092,20,80,off,Alert data
76,5096,736,bc7dea130d219f9d1097a174eb56df348da86f1080c5e5c1ff9e9ef4c4204640ba01b946f3a2fa8ea8adcf2a099e76ccb58d8632c7c51b1d42c5d4f72ce09413,5,2023-09-08T14:16:20.397092,21,79,off,Alert data
77,6132,193,84865a87593500aaaa29a49c382b84491eb97ac61a9264edd724aaaa81227040a557412b98841c14ed48b365f9a2f25faf7f59561d001bfa118070ec60dea8f3,7,2023-09-08T14:16:20.397092,20,79,off,Alert data
78,1518,553,487aa97588681f77efd212a31b59c45d0871f4064eb170ed995bbe47bfb6f45b2ed4fba770668bdc6d5a46a9a689625d4bc86612dceb617560d2c7957a264125,7,2023-09-08T14:16:20.397092,21,80,on,Alert data
79,7703,252,7bf79737110a1d25ffc719d9a8df5f5caf32f9f270ba0a560cc320f3a30366a4b20bfad4a4b35119a0764a0130f96f0c505ef3537a2295f6ee8ac1acb8eb36d4,7,2023-09-08T14:16:20.397092,20,80,off,Alert data
80,1895,545,80def0a37cb589be75e1b976ac3a7666e6f9ce9c3830901107fb170aaa0e3bd17ff96c5871972eca91f50658eb632aa431b804e2ba6b2dffce2ad0ae64712782,9,2023-09-08T14:16:20.397092,20,79,on,Alert data
81,3929,657,a4a3cd6ad27b0a593f5c188086978992fef71b22aa5e4211646c62c9c031dc32e301c56a3513ca811b2725eca01e09f7eefafaa65af129050beea4938ffa18ca,4,2023-09-08T14:16:20.397092,20,80,off,Alert data
82,7480,712,ef52db28b01e9632cd5969f3ccf502e9e43c33fa30cfa8a0227a07d0dc4be590388da493e42257af4c45fe42a7b702fcd649885eeb92f53c3c115dc661aaecab,10,2023-09-08T14:16:20.397092,20,80,on,Alert data
83,6545,803,3414d7bfdde8010a3aad2b5f62144cd1daedd4d88db916955b3bc9c12a72c8b6907bf7c5f2645d68de9422d3a5c7aecdecdfe70355864164f4faafeb1a6efb5e,3,2023-09-08T14:16:20.397092,20,80,on,Alert data
84,6210,879,cffaba95edd5423edc8f53a99927111e78647ba60c4c891ecf91a0b3d0ca61a8550fd75c20d4df22268bdb680d341cc5fb4d232c26c076c01a26911acb0b10ae,9,2023-09-08T14:16:20.397092,21,80,on,Alert data
85,8433,862,c674de1d90763c6981258fe9381ef803a9384768b848c3878ab9f2c7f90c80ce9f21be1211f7c762317c780df40b7c372543f834953c43a77fe9a4e9d2ce44d7,8,2023-09-08T14:16:20.398089,20,79,on,Alert data
86,3178,535,5603c3304ef93401ae8d65e3fc1809e964691172063a48f92ef8a3f8c044bdd84f419952f6675ccaf2df76d7fd86c998407e24aedef9868e128c6cba279b7624,2,2023-09-08T14:16:20.398089,20,80,off,Alert data
87,1274,880,838eb538a86499c61ee2f47a4d94114a03a623c8f70b95dd0d74e552c8448de53aa3a53b3682cff76022a3edb8f08dd2fd48a2c3614e7fb3b8a3ce1d1e5662bc,9,2023-09-08T14:16:20.398089,21,80,on,Alert data
88,4294,399,bb90b23776dfde3333f63a924ebd2a039d80fc9280a7d1e9418529ced428930b69a95d55c4d9238f30b73789b4ebe0356bb9b8707025e3c527ca34825a160e2d,1,2023-09-08T14:16:20.398089,20,79,on,Alert data
89,7533,972,a3f1d1838dfbe3d28a3b5eb40c36c175c051d2eafe9f6a3dd714ca0d221754a91c016cf93cba110bcd09848287dbd7ec0dee3f676c588f830af33b45d845573c,2,2023-09-08T14:16:20.398089,21,80,off,Alert data
90,9695,826,62b09abf6d9f2846c1785343a14449c125b8955c2445171a8bd76af58c874fdf1552070145ead76e36da2869c740b98a5ee900d87403ece014ca438fbdabaac5,10,2023-09-08T14:16:20.398089,20,79,on,Alert data
91,4740,511,d951c24b4b9e7b78c94c324cdcfaf0ecbf0fad6f8fbaeca34d64c1521902e8b1eaf8e33f008617f8e198e87a2df7e9c2c36478bcc539dae67de8efc30db07f22,1,2023-09-08T14:16:20.398089,20,79,on,Alert data
92,4591,646,7820561264baf306e62430accddb1e07cc3129eab1ad131040c36f84b7bda8e283116fcba7582f53f8521b8ad70789c34cb82781cc48e028e646a12c004de63a,7,2023-09-08T14:16:20.398089,21,80,on,Alert data
93,4880,490,bb85a0a8c0de7fcd6034177952d6affe0785c0d7760b921239b1b0749fbeacc3176729196e1c53f0aee0056daa96245eca6c01966aaad811519e514edfaa883c,6,2023-09-08T14:16:20.398089,21,80,on,Alert data
94,2305,483,85eb108b7e36af2b00ba3e0bc2e2ece782fbf86ef4946df5f91b8ddd978a559f4a6e4f8896b4dc7deb1ba22703ffc5dcefb650c54c60bc8d98b2411a5c2191f1,3,2023-09-08T14:16:20.398089,20,79,on,Alert data
95,4746,782,053697fde5b417fe1b134c29ad411e4acb153b4d157acf88d45781ee1122cb7f7465e0f0d3e3abca78ff9cfd6b0534b39a3cc80cf3222baeb5c340c0fa2afecf,2,2023-09-08T14:16:20.398089,21,79,off,Alert data
96,8802,932,891014f3aa311091ca567206aa98adf7d0395b10e39c5dc51fd2cec15e0732fa0d24a725cbfa5435e8973e2d2e4786c28c204bcab6c2c43c284fe08996be6b77,7,2023-09-08T14:16:20.398089,20,79,on,Alert data
97,486,243,73ce1b4371978a11dfcfd913a24fffab97c1d4d5c4407a7ee5520b46dc50614c17d4ed1622be4e9c078c96c7bf80ee1d2817a196ca49695d279805f72dba0237,5,2023-09-08T14:16:20.398089,20,79,off,Alert data
98,6579,793,0dcff5a44cd72c19f94f7b72a5a7766ba5674afb9c13a9085a0ae03848d6a09c2bc0a0ca9660c0aa124b179ec6e84fb9af1121e7f0441705e052d6a6b2f87a7e,7,2023-09-08T14:16:20.398089,21,79,on,Alert data
99,5602,707,6781a9e05f5e327a138f3d09ce0211ce4f166d940a14b46373e44402a3f3754cab4109f62c50777cbc1e3c4f1b8e6234e8d0b41281571bf0e1bd480c12149830,10,2023-09-08T14:16:20.398089,20,80,on,Alert data
100,8017,240,643c30f73a3017050b287794fc8c5bb9ab06b9ce38a1fc58df402a8b66ff58f69bf0a606ae17585352a0306f0e9752de8c5c064aed7003f52808b43ff992a603,10,2023-09-08T14:16:20.398089,21,80,on,Alert data
101,2364,120,be37ccebe21815559666b60338ec1492670b8fd2bf6cc63c5c943639ddcc50981003846b75b9e97ad0c0c19484292f59b1d30b45c7b07d1f8973bae68a3b8431,2,2023-09-08T14:16:20.398089,21,79,off,Alert data
102,5574,704,0e50f4ce9142e33141fe8dfcb55e4e5def5f12630c2f4e0dbcfe4ed49894ec5e3dd76215bd3f92f3035fe710f1bcc1f676e7d37114406d97983cc1fd8105914d,6,2023-09-08T14:16:20.398089,21,79,on,Alert data
103,2440,537,947de04bfae0bf062a66fc055d4c284c9779793d9bd58833ee7549fde1ff1effaf7aefdbc6c90ed0ac86c0acc82329e7c057d900c28ea7ed4724486f717ee38d,1,2023-09-08T14:16:20.398089,21,80,off,Alert data
104,6286,183,ee2c7bfa07c3f6523f8846e14428985172efeb4545d14ed4757dfc29be3732557a8abf7a1e89fc7e357cd90b6c39b9123e5cf0f6c4b1ab283171b31ede9ba278,9,2023-09-08T14:16:20.398089,20,79,on,Alert data
105,4066,851,03d25c7071bce10d6b462d53854b969d9f61b982e3aee8771bdcca1ecb70495574e6929042f52e859ee9a253b58f776514180ff16e1338f5505e86c7ff328f72,4,2023-09-08T14:16:20.398089,21,80,on,Alert data
106,9347,1000,b23e8c4745c752d6360e4561424e977ee372244f4163a54f6c45d611a416a02fe46a0ad6b67de4ad901b578ad8e86cc70005fb25c6df177d3ab21a31cbee3c46,1,2023-09-08T14:16:20.398089,21,80,off,Alert data
107,6271,618,1dd768de0eedf4afbcf003f6ef102cf170da661298f2498570e5b87723c53c84550eced35e3bfc4f0bbff10bd5ba7268cef8e8342820c277b886ad33fff10e13,10,2023-09-08T14:16:20.398089,20,80,off,Alert data
108,7490,779,0e19c6d772f36c1f4c92a22741cc0217d6218d671a90f8857e4967f6cb1a48743df7d3f1b243357a00f11e62d4a7057c774d10318961a2d99f5d8d00de747e09,2,2023-09-08T14:16:20.398089,21,79,on,Alert data
109,9044,914,5512c55503f276ce8d82a6fc9f94659f548d0fc45ff5fe3bb92e8f403e8cd346b4da55210384f41bd6b9ab398147349dfa97aa942b92851867a07e6d825421ff,2,2023-09-08T14:16:20.398089,20,80,off,Alert data
110,3043,871,74c205daf6521128f2ad9009e44d9b608ea4940b5747ef6e74d616e4599ccaffcf12bb69ad38c8bbbfbd248b94fc8adddc3b091c7906cb05501dbea026e0d568,5,2023-09-08T14:16:20.398089,21,79,on,Alert data
111,183,404,fb131bc57a477c8c9d068f1ee5622ac304195a77164ccc2d75d82dfe1a727ba8d674ed87f96143b2b416aacefb555e3045c356faa23e6d21de72b85822e39fdd,1,2023-09-08T14:16:20.398089,21,79,off,Alert data
112,4652,812,ef76d932b366eb3687b150948cc2cac76efb0f9f9929ffc076f36b275d58b6a5d8a6aea3db9ff9a8cd3ff5d0b73f25fb7a0aa577dcca205d525b38100be49bae,4,2023-09-08T14:16:20.398089,20,80,on,Alert data
113,8175,236,2b7e9caccc6e0ce596d8d56c524c88d4f451ebd89bc07dfb8880ae7b78e22f137cb48833871b5f0e3a65c75a1188873af63eee6a0ce4bbe8af387b1dd1019ba1,10,2023-09-08T14:16:20.398089,20,80,on,Alert data
114,2233,187,cdc54b582c58882a53b65757239e62d210051466287deb731cb7d61a04909fd5283c1220c81d38a79dd1db9a32186d68507b95e5d7a6ba8685dce9ee2d7b5cc3,6,2023-09-08T14:16:20.398089,21,79,on,Alert data
